Transaction_ID,Day_name,Brand,Units_Sold,Price_Per_Unit,Customer_Name,Customer_Age,City,Payment_Method,Customer_Ratings,Mobile_Model,Sales_Date
233,Tuesday,Samsung,2,29546.77,Asad Syed,23,Islamabad,Easypaisa,5,Galaxy A51,12/14/2021
234,Tuesday,Xiaomi,7,59020.03,Iqra Farooq,18,Islamabad,Credit Card,5,Redmi 9,12/14/2021
235,Wednesday,Vivo,4,34527.58,Rabia Cheema,38,Bahawalpur,Bank Transfer,5,Vivo V20,12/15/2021
236,Wednesday,Apple,9,29606.39,Tayyaba Qureshi,21,Karachi,Cash,5,iPhone 12,12/15/2021
237,Wednesday,Samsung,1,54691.92,Tooba Nawaz,20,Sukkur,Easypaisa,5,Galaxy Note 20,12/15/2021
238,Thursday,Samsung,7,14779.24,Naveed Siddiqui,47,Hyderabad,Cash,5,Galaxy Note 20,12/16/2021
239,Thursday,Samsung,6,12913.76,Yasir Talpur,48,Islamabad,Credit Card,3,Galaxy A51,12/16/2021
240,Thursday,Samsung,8,36877.22,Aisha Hussain,51,Islamabad,Easypaisa,5,Galaxy S21,12/16/2021
241,Thursday,Samsung,5,36738.33,Javeria Aziz,36,Islamabad,Easypaisa,5,Galaxy S21,12/16/2021
242,Friday,Xiaomi,1,63738.65,Tahir Qureshi,37,Karachi,Easypaisa,5,Redmi 9,12/17/2021
243,Friday,Apple,1,17569.19,Sajid Iqbal,40,Hyderabad,Credit Card,4,iPhone SE,12/17/2021
244,Friday,Vivo,9,17397.04,Sajid Tarar,57,Quetta,Easypaisa,5,Vivo Y51,12/17/2021
245,Friday,Vivo,6,18847.16,Rashid Bhatti,42,Quetta,Bank Transfer,5,Vivo Y51,12/17/2021
246,Saturday,Vivo,5,11784.18,Arooj Durrani,32,Islamabad,Credit Card,3,Vivo S1,12/18/2021
247,Saturday,Vivo,1,14303.9,Arooj Zardari,55,Karachi,Bank Transfer,5,Vivo V20,12/18/2021
248,Saturday,Xiaomi,6,49592.19,Iqra Chaudhry,40,Islamabad,JazzCash,4,Mi 11,12/18/2021
249,Saturday,OnePlus,6,35895.06,Arooj Durrani,19,Lahore,Credit Card,5,OnePlus Nord,12/18/2021
250,Sunday,Apple,3,55816.18,Naveed Khattak,32,Gujranwala,Cash,5,iPhone 12,12/19/2021
251,Sunday,Samsung,8,69555.86,Zara Niazi,52,Quetta,Bank Transfer,5,Galaxy A51,12/19/2021
252,Sunday,OnePlus,1,49542.08,Razia Zardari,27,Sheikhupura,Credit Card,5,OnePlus 9,12/19/2021
253,Sunday,Vivo,1,13027.33,Aqsa Zardari,31,Sahiwal,Bank Transfer,4,Vivo Y51,12/19/2021
254,Monday,OnePlus,6,16273.77,Nimra Farooq,44,Islamabad,Easypaisa,5,OnePlus 9,12/20/2021
255,Monday,Apple,1,62860.25,Sobia Gillani,31,Bahawalpur,JazzCash,5,iPhone 12,12/20/2021
256,Monday,Samsung,6,41649.76,Rimsha Tarar,52,Multan,Bank Transfer,5,Galaxy A51,12/20/2021
257,Tuesday,Samsung,1,59490.23,Fozia Khoso,50,Islamabad,JazzCash,5,Galaxy S21,12/21/2021
258,Tuesday,Apple,6,61396.74,Aisha Gujjar,18,Karachi,Easypaisa,5,iPhone 11,12/21/2021
259,Tuesday,Apple,3,65660.47,Aroha Riaz,51,Quetta,JazzCash,4,iPhone SE,12/21/2021
260,Tuesday,Vivo,8,66989.75,Zara Riaz,36,Gujranwala,Credit Card,5,Vivo S1,12/21/2021
261,Wednesday,Samsung,6,43289.55,Waqas Gillani,41,Islamabad,JazzCash,5,Galaxy A51,12/22/2021
262,Wednesday,OnePlus,1,30461.21,Hina Gujjar,59,Karachi,Credit Card,4,OnePlus Nord,12/22/2021
263,Wednesday,Xiaomi,5,67711.89,Majid Raza,21,Karachi,JazzCash,4,Redmi 9,12/22/2021
264,Thursday,Xiaomi,8,42844.38,Naila Malik,53,Islamabad,Bank Transfer,4,Redmi 9,12/23/2021
265,Thursday,Apple,3,13855.16,Haris Raja,30,Sialkot,Bank Transfer,5,iPhone SE,12/23/2021
266,Thursday,Vivo,6,48566.59,Nadia Qureshi,49,Islamabad,Cash,4,Vivo Y51,12/23/2021
267,Thursday,Xiaomi,5,45261.09,Samina Hussain,26,Multan,Cash,3,Mi 11,12/23/2021
268,Friday,Samsung,6,63747.57,Umer Abbasi,56,Sukkur,Easypaisa,5,Galaxy A51,12/24/2021
269,Friday,Apple,1,49191.23,Arooj Durrani,33,Quetta,Credit Card,4,iPhone 12,12/24/2021
270,Friday,OnePlus,7,30943.15,Saad Ansari,20,Karachi,Easypaisa,2,OnePlus Nord,12/24/2021
271,Friday,Apple,9,67973.54,Zeeshan Bhutto,37,Sahiwal,Credit Card,3,iPhone SE,12/24/2021
272,Saturday,OnePlus,2,58097.17,Ibrahim Javed,27,Quetta,Easypaisa,2,OnePlus Nord,12/25/2021
273,Saturday,Apple,5,47825.06,Arooj Durrani,39,Karachi,Easypaisa,5,iPhone 12,12/25/2021
274,Saturday,Apple,4,27575.51,Razia Gillani,20,Abbottabad,Bank Transfer,5,iPhone 11,12/25/2021
275,Saturday,Apple,6,32412.42,Bilal Hussain,28,Islamabad,JazzCash,5,iPhone 12,12/25/2021
276,Sunday,OnePlus,6,50198.2,Usman Malik,42,Hyderabad,Bank Transfer,5,OnePlus 9,12/26/2021
277,Sunday,OnePlus,2,14318.85,Haris Baig,59,Islamabad,JazzCash,5,OnePlus 9,12/26/2021
278,Sunday,Apple,2,25400.84,Kashif Naqvi,25,Islamabad,JazzCash,5,iPhone 12,12/26/2021
279,Monday,Xiaomi,4,52834.06,Ibrahim Rana,26,Islamabad,Easypaisa,3,Redmi 9,12/27/2021
280,Monday,Vivo,1,38801.11,Imran Leghari,32,Quetta,Credit Card,5,Vivo Y51,12/27/2021
281,Monday,Vivo,9,34143.61,Amber Abbasi,49,Karachi,Cash,3,Vivo V20,12/27/2021
282,Monday,Vivo,7,19087.46,Furqan Kazmi,20,Quetta,Cash,4,Vivo Y51,12/27/2021
283,Tuesday,OnePlus,7,36510.94,Sobia Durrani,21,Faisalabad,Credit Card,3,OnePlus Nord,12/28/2021
284,Tuesday,OnePlus,3,56241.52,Saima Tarar,47,Peshawar,Cash,5,OnePlus Nord,12/28/2021
285,Tuesday,Xiaomi,3,25840.77,Iqra Cheema,30,Islamabad,Easypaisa,5,Mi 11,12/28/2021
286,Wednesday,Vivo,1,10323.91,Talha Akhtar,38,Lahore,Credit Card,3,Vivo S1,12/29/2021
287,Wednesday,Vivo,3,50110.29,Nasir Wattoo,58,Mardan,Credit Card,5,Vivo Y51,12/29/2021
288,Wednesday,Apple,3,68357.6,Bushra Abbasi,36,Rawalpindi,Cash,3,iPhone 12,12/29/2021
289,Wednesday,OnePlus,4,46409.59,Waqas Malik,56,Quetta,Cash,5,OnePlus Nord,12/29/2021
290,Thursday,Vivo,4,17195.31,Saima Qureshi,39,Islamabad,Easypaisa,5,Vivo S1,12/30/2021
291,Thursday,Xiaomi,3,29243.99,Aamir Leghari,37,Karachi,JazzCash,3,Mi 11,12/30/2021
292,Thursday,Xiaomi,8,62058.5,Talha Khoso,54,Sheikhupura,Credit Card,5,Redmi 9,12/30/2021
293,Friday,Vivo,8,23954.08,Tariq Abbasi,48,Abbottabad,Bank Transfer,5,Vivo V20,12/31/2021
294,Friday,OnePlus,1,46461.75,Aisha Bhatti,27,Lahore,Cash,5,OnePlus Nord,12/31/2021
295,Friday,Xiaomi,7,34160.27,Fozia Syed,35,Quetta,Credit Card,5,Redmi 9,12/31/2021
296,Friday,Apple,2,22470.62,Omar Ansari,56,Rawalpindi,Bank Transfer,3,iPhone SE,12/31/2021
297,Saturday,Xiaomi,1,58804.41,Sidra Gillani,37,Bahawalpur,Easypaisa,5,Mi 11,1/1/2022
298,Saturday,Samsung,3,54569.88,Hina Syed,35,Islamabad,Easypaisa,5,Galaxy S21,1/1/2022
299,Saturday,Samsung,4,49695.46,Rubina Leghari,28,Multan,Easypaisa,4,Galaxy S21,1/1/2022
300,Sunday,OnePlus,6,24180.2,Rizwan Aziz,39,Karachi,Credit Card,5,OnePlus Nord,1/2/2022
301,Sunday,Vivo,5,15871.42,Furqan Farooq,35,Karachi,Credit Card,5,Vivo S1,1/2/2022
302,Sunday,OnePlus,4,44569.56,Tooba Aslam,51,Peshawar,Credit Card,5,OnePlus 8T,1/2/2022
303,Monday,OnePlus,8,43220.67,Kashif Naqvi,40,Hyderabad,Credit Card,5,OnePlus 9,1/3/2022
304,Monday,OnePlus,4,21303.1,Laiba Wattoo,18,Islamabad,Credit Card,5,OnePlus Nord,1/3/2022
305,Monday,OnePlus,2,13374.8,Bilal Gujjar,27,Bahawalpur,Bank Transfer,5,OnePlus 9,1/3/2022
306,Monday,Apple,3,14842.51,Danish Abbasi,18,Karachi,JazzCash,5,iPhone SE,1/3/2022
307,Tuesday,Apple,6,69566.26,Aisha Aslam,55,Islamabad,Easypaisa,5,iPhone SE,1/4/2022
308,Tuesday,Xiaomi,8,57015.03,Hamza Aslam,56,Peshawar,JazzCash,5,Mi 11,1/4/2022
309,Tuesday,Samsung,8,65319.25,Sajid Wattoo,26,Peshawar,Bank Transfer,4,Galaxy S21,1/4/2022
310,Wednesday,OnePlus,9,21703.28,Kamran Durrani,48,Gujranwala,Easypaisa,3,OnePlus 9,1/5/2022
311,Wednesday,Xiaomi,7,67634.11,Laiba Hashmi,24,Karachi,Easypaisa,5,Redmi 9,1/5/2022
312,Wednesday,Samsung,2,18559.26,Farhan Iqbal,34,Islamabad,Cash,5,Galaxy A51,1/5/2022
313,Wednesday,Vivo,8,40544.91,Misbah Tiwana,52,Mardan,Easypaisa,5,Vivo Y51,1/5/2022
314,Thursday,Apple,7,59781.74,Saad Sheikh,54,Sukkur,JazzCash,5,iPhone SE,1/6/2022
315,Thursday,Samsung,8,30988.2,Sobia Tiwana,35,Sialkot,Credit Card,5,Galaxy S21,1/6/2022
316,Thursday,Vivo,3,35489.71,Sajid Nawaz,50,Abbottabad,Easypaisa,5,Vivo Y51,1/6/2022
317,Thursday,Samsung,7,17691.11,Zeeshan Rana,21,Gujrat,Cash,4,Galaxy S21,1/6/2022
318,Friday,Apple,9,17375.31,Mariam Tiwana,40,Gujranwala,Bank Transfer,5,iPhone 11,1/7/2022
319,Friday,Apple,3,47174.09,Nimra Wattoo,28,Islamabad,Cash,3,iPhone 12,1/7/2022
320,Friday,Xiaomi,6,50531.94,Ahsan Tarar,26,Multan,Cash,4,Redmi 9,1/7/2022
321,Friday,OnePlus,2,56639.95,Fatima Butt,47,Sukkur,Bank Transfer,3,OnePlus 9,1/7/2022
322,Saturday,Samsung,2,43400.92,Amber Khoso,25,Gujrat,Cash,5,Galaxy S21,1/8/2022
323,Saturday,Samsung,5,48745.56,Tariq Javed,57,Mardan,Bank Transfer,5,Galaxy Note 20,1/8/2022
324,Saturday,Vivo,5,10811.04,Yasmin Riaz,22,Gujranwala,Cash,4,Vivo V20,1/8/2022
325,Saturday,Apple,7,19730.24,Yasmin Hashmi,29,Faisalabad,Credit Card,3,iPhone SE,1/8/2022
326,Sunday,Samsung,2,69094.89,Salman Mengal,18,Sahiwal,Easypaisa,5,Galaxy Note 20,1/9/2022
327,Sunday,Apple,7,14559.61,Adnan Tiwana,32,Sialkot,Credit Card,5,iPhone 11,1/9/2022
328,Sunday,Samsung,5,50727.29,Mariam Bhutto,42,Islamabad,Credit Card,5,Galaxy S21,1/9/2022
329,Sunday,Xiaomi,6,20564.96,Nadia Gondal,35,Faisalabad,Cash,5,Mi 11,1/9/2022
330,Monday,OnePlus,8,53003.12,Rimsha Syed,55,Islamabad,Easypaisa,5,OnePlus Nord,1/10/2022
331,Monday,Samsung,4,52359.42,Imran Rana,59,Karachi,Easypaisa,3,Galaxy S21,1/10/2022
332,Monday,Apple,7,24051.94,Noor Naqvi,43,Karachi,Easypaisa,3,iPhone SE,1/10/2022
333,Monday,Xiaomi,6,26178.06,Rabia Aziz,57,Karachi,Cash,5,Redmi Note 10,1/10/2022
334,Tuesday,Samsung,2,49286.24,Ali Aziz,20,Islamabad,Credit Card,3,Galaxy S21,1/11/2022
335,Tuesday,Vivo,8,33405.16,Zeeshan Bhatti,39,Bahawalpur,JazzCash,5,Vivo Y51,1/11/2022
336,Tuesday,OnePlus,9,21672.88,Sohail Aslam,43,Gujrat,Bank Transfer,5,OnePlus 8T,1/11/2022
337,Tuesday,Samsung,5,53900.78,Afshan Niazi,36,Islamabad,JazzCash,5,Galaxy Note 20,1/11/2022
338,Wednesday,Xiaomi,4,19248.85,Mohsin Paracha,56,Lahore,Easypaisa,5,Redmi Note 10,1/12/2022
339,Wednesday,Vivo,6,61338.62,Waseem Mirza,53,Hyderabad,JazzCash,5,Vivo Y51,1/12/2022
340,Wednesday,Xiaomi,8,40880.17,Fahad Hussain,38,Islamabad,Credit Card,3,Redmi 9,1/12/2022
341,Wednesday,Xiaomi,3,16342.04,Ibrahim Baig,58,Islamabad,Bank Transfer,3,Mi 11,1/12/2022
342,Thursday,Vivo,1,51644.34,Kamran Abbasi,43,Islamabad,Easypaisa,5,Vivo S1,1/13/2022
343,Thursday,Xiaomi,4,41149.78,Bilal Hussain,30,Islamabad,Easypaisa,5,Mi 11,1/13/2022
344,Thursday,Vivo,4,27883.45,Afshan Paracha,53,Sialkot,Bank Transfer,5,Vivo V20,1/13/2022
345,Thursday,Samsung,1,35352.36,Javeria Syed,41,Islamabad,Easypaisa,5,Galaxy Note 20,1/13/2022
346,Friday,Vivo,9,27900.26,Usman Tiwana,58,Islamabad,Bank Transfer,4,Vivo S1,1/14/2022
347,Friday,Vivo,3,25781.55,Talha Khattak,43,Mardan,Easypaisa,4,Vivo S1,1/14/2022
348,Friday,OnePlus,5,19816.51,Aisha Bhatti,38,Lahore,Cash,3,OnePlus 8T,1/14/2022
349,Friday,Vivo,6,31766.03,Aroha Butt,35,Islamabad,Cash,4,Vivo S1,1/14/2022
350,Saturday,Vivo,8,25059.23,Amber Hashmi,32,Bahawalpur,Credit Card,4,Vivo V20,1/15/2022
351,Saturday,Samsung,6,51006.07,Waqas Akhtar,32,Gujrat,Cash,5,Galaxy Note 20,1/15/2022
352,Saturday,OnePlus,3,51032.6,Junaid Mengal,23,Sheikhupura,Bank Transfer,5,OnePlus Nord,1/15/2022
353,Saturday,Apple,6,40110.41,Afshan Leghari,48,Sukkur,Easypaisa,5,iPhone 11,1/15/2022
354,Sunday,Samsung,1,56676.67,Shahid Talpur,45,Sargodha,Credit Card,5,Galaxy Note 20,1/16/2022
355,Sunday,Samsung,4,60480.38,Hina Ali,25,Sheikhupura,JazzCash,5,Galaxy Note 20,1/16/2022
356,Sunday,Apple,6,44785.99,Zainab Aziz,46,Karachi,JazzCash,5,iPhone 11,1/16/2022
357,Monday,Vivo,7,47136.11,Laiba Talpur,38,Sargodha,Credit Card,5,Vivo Y51,1/17/2022
358,Monday,Xiaomi,3,26973.15,Noor Naqvi,34,Karachi,Credit Card,4,Redmi Note 10,1/17/2022
359,Monday,OnePlus,9,63692.15,Tahir Gillani,41,Karachi,Bank Transfer,5,OnePlus 8T,1/17/2022
360,Tuesday,Xiaomi,7,11452.36,Parveen Baig,53,Islamabad,Easypaisa,5,Redmi Note 10,1/18/2022
361,Tuesday,Apple,1,30916.15,Muneeba Bhutto,48,Peshawar,JazzCash,4,iPhone 11,1/18/2022
362,Tuesday,Samsung,2,53308.03,Saima Mirza,51,Quetta,Easypaisa,3,Galaxy A51,1/18/2022
363,Tuesday,Samsung,1,14805.37,Mehwish Ansari,19,Islamabad,Credit Card,5,Galaxy Note 20,1/18/2022
364,Wednesday,OnePlus,9,20990.17,Zeeshan Lodhi,59,Lahore,JazzCash,5,OnePlus 8T,1/19/2022
365,Wednesday,Samsung,9,45357.14,Waseem Aziz,20,Gujranwala,Cash,3,Galaxy A51,1/19/2022
366,Wednesday,Samsung,7,43599.62,Laiba Tarar,47,Karachi,JazzCash,4,Galaxy S21,1/19/2022
367,Wednesday,OnePlus,3,54335.7,Hina Kazmi,25,Bahawalpur,Easypaisa,5,OnePlus 9,1/19/2022
368,Thursday,OnePlus,5,58756.76,Afshan Baig,24,Islamabad,JazzCash,4,OnePlus 9,1/20/2022
369,Thursday,Apple,4,17714.77,Tooba Hashmi,29,Sargodha,Easypaisa,4,iPhone 12,1/20/2022
370,Thursday,Samsung,7,11102.86,Sumera Talpur,36,Islamabad,Cash,4,Galaxy A51,1/20/2022
371,Thursday,Samsung,9,51378.31,Aisha Aslam,43,Faisalabad,Credit Card,5,Galaxy S21,1/20/2022
372,Friday,Apple,2,28083.51,Bushra Abbasi,45,Abbottabad,Cash,3,iPhone 12,1/21/2022
373,Friday,Vivo,8,47559.03,Shabana Syed,32,Rawalpindi,Easypaisa,3,Vivo V20,1/21/2022
374,Friday,Vivo,9,19032.68,Yasmin Durrani,31,Faisalabad,Credit Card,5,Vivo V20,1/21/2022
375,Friday,Vivo,9,38142.4,Maryam Akhtar,31,Sheikhupura,Credit Card,5,Vivo V20,1/21/2022
376,Saturday,Apple,7,40265.48,Tariq Pasha,20,Sheikhupura,JazzCash,4,iPhone 11,1/22/2022
377,Saturday,Samsung,9,45104.67,Rashid Wattoo,46,Islamabad,Cash,5,Galaxy Note 20,1/22/2022
378,Saturday,Apple,9,40790.2,Fahad Iqbal,23,Lahore,Easypaisa,3,iPhone 12,1/22/2022
379,Saturday,Apple,3,39741.45,Bilal Rana,40,Islamabad,Easypaisa,3,iPhone SE,1/22/2022
380,Sunday,Vivo,4,29964.05,Gulnaz Aziz,45,Mardan,Credit Card,4,Vivo S1,1/23/2022
381,Sunday,Xiaomi,2,14270.81,Shazia Qureshi,31,Karachi,Bank Transfer,5,Mi 11,1/23/2022
382,Sunday,Samsung,3,15371.21,Rida Syed,31,Islamabad,Easypaisa,4,Galaxy A51,1/23/2022
383,Sunday,Vivo,5,36026.7,Khalid Baig,37,Abbottabad,JazzCash,4,Vivo Y51,1/23/2022
384,Monday,Xiaomi,5,31347.59,Sumera Syed,30,Rawalpindi,Credit Card,5,Redmi Note 10,1/24/2022
385,Monday,Xiaomi,6,40968.09,Tahir Gillani,44,Islamabad,Credit Card,5,Redmi Note 10,1/24/2022
386,Monday,OnePlus,7,28290.29,Tariq Zardari,52,Multan,Credit Card,5,OnePlus Nord,1/24/2022
387,Monday,Samsung,7,51274.61,Faisal Ansari,19,Mardan,Bank Transfer,5,Galaxy A51,1/24/2022
388,Tuesday,Xiaomi,1,61837.29,Rizwan Raza,58,Peshawar,Easypaisa,4,Redmi 9,1/25/2022
389,Tuesday,Vivo,2,27931.79,Sajid Naqvi,57,Multan,Cash,4,Vivo V20,1/25/2022
390,Tuesday,OnePlus,9,21579.04,Imran Mirza,41,Sukkur,Bank Transfer,4,OnePlus 9,1/25/2022
391,Tuesday,Samsung,2,16970.83,Nasir Wattoo,46,Karachi,Credit Card,4,Galaxy A51,1/25/2022
392,Wednesday,Apple,6,46975.24,Saima Nawaz,20,Rawalpindi,Cash,4,iPhone SE,1/26/2022
393,Wednesday,Vivo,1,36631.36,Hassan Farooq,21,Sheikhupura,Cash,5,Vivo S1,1/26/2022
394,Wednesday,Xiaomi,3,21280.94,Bilal Pasha,19,Sheikhupura,Cash,4,Redmi 9,1/26/2022
395,Thursday,Xiaomi,2,49188.2,Rizwan Zardari,37,Karachi,Cash,3,Mi 11,1/27/2022
396,Thursday,Vivo,3,18908.99,Shabana Aziz,32,Abbottabad,Cash,3,Vivo S1,1/27/2022
397,Thursday,Xiaomi,5,43258.04,Tahir Hashmi,49,Sargodha,Credit Card,5,Redmi 9,1/27/2022
398,Thursday,OnePlus,6,41628.9,Tariq Aziz,59,Sahiwal,Easypaisa,5,OnePlus 8T,1/27/2022
399,Friday,Samsung,9,54053.67,Aamir Ahmed,18,Islamabad,Cash,3,Galaxy Note 20,1/28/2022
400,Friday,OnePlus,4,13306.58,Kashif Qureshi,55,Karachi,Easypaisa,5,OnePlus 8T,1/28/2022
401,Friday,Xiaomi,7,63272.38,Rida Rana,52,Abbottabad,Easypaisa,5,Mi 11,1/28/2022
402,Saturday,Apple,6,52179.5,Saad Hussain,24,Rawalpindi,Bank Transfer,5,iPhone SE,1/29/2022
403,Saturday,Samsung,2,22967.56,Aisha Ahmed,30,Islamabad,Credit Card,4,Galaxy S21,1/29/2022
404,Saturday,Samsung,8,21004.32,Fahad Ali,18,Multan,Cash,4,Galaxy S21,1/29/2022
405,Saturday,Vivo,7,35899.61,Farhan Lodhi,31,Sargodha,Easypaisa,5,Vivo V20,1/29/2022
406,Sunday,Vivo,7,59053.92,Mariam Butt,46,Karachi,Bank Transfer,5,Vivo V20,1/30/2022
407,Sunday,Apple,8,60577,Arooj Khoso,20,Lahore,Easypaisa,3,iPhone 12,1/30/2022
408,Sunday,Samsung,1,41227.37,Bushra Gillani,41,Sukkur,Cash,5,Galaxy S21,1/30/2022
409,Sunday,Apple,1,61648.65,Parveen Khan,18,Sargodha,Credit Card,5,iPhone 11,1/30/2022
410,Monday,Vivo,8,10326.62,Tariq Ahmed,27,Bahawalpur,Credit Card,5,Vivo Y51,1/31/2022
411,Monday,Vivo,4,12110.48,Farhan Iqbal,30,Karachi,Cash,3,Vivo V20,1/31/2022
412,Monday,Samsung,5,64709.3,Sohail Aslam,53,Quetta,Easypaisa,5,Galaxy A51,1/31/2022
413,Tuesday,OnePlus,8,56519.92,Shafiq Raja,26,Faisalabad,JazzCash,5,OnePlus Nord,2/1/2022
414,Tuesday,Xiaomi,5,37042.36,Yasmin Hashmi,31,Karachi,Credit Card,3,Redmi Note 10,2/1/2022
415,Tuesday,Vivo,4,55216.61,Waqas Durrani,53,Islamabad,Credit Card,5,Vivo S1,2/1/2022
416,Tuesday,Vivo,6,67338.37,Waqas Malik,27,Karachi,Easypaisa,5,Vivo Y51,2/1/2022
417,Wednesday,OnePlus,5,56325.37,Usman Malik,57,Peshawar,Easypaisa,2,OnePlus 8T,2/2/2022
418,Wednesday,OnePlus,7,60542.28,Tayyaba Wattoo,40,Sukkur,Easypaisa,4,OnePlus Nord,2/2/2022
419,Wednesday,Apple,7,55636.39,Nida Naqvi,52,Abbottabad,JazzCash,3,iPhone 12,2/2/2022
420,Thursday,Apple,4,20092.67,Asad Khattak,24,Abbottabad,Easypaisa,5,iPhone 11,2/3/2022
421,Thursday,Xiaomi,5,60014.45,Farhan Ansari,59,Karachi,Bank Transfer,5,Redmi 9,2/3/2022
422,Thursday,Xiaomi,3,21706.53,Majid Siddiqui,52,Rawalpindi,Cash,5,Redmi 9,2/3/2022
423,Thursday,Samsung,4,63556.68,Bilal Ansari,19,Gujranwala,Bank Transfer,5,Galaxy Note 20,2/3/2022
424,Friday,Apple,4,37518.99,Maryam Gujjar,32,Islamabad,Easypaisa,4,iPhone 11,2/4/2022
425,Friday,Vivo,3,50618.61,Hamza Siddiqui,26,Peshawar,JazzCash,5,Vivo V20,2/4/2022
426,Friday,Apple,5,39834.45,Uzma Wattoo,34,Islamabad,Bank Transfer,4,iPhone SE,2/4/2022
427,Friday,Vivo,5,15639.46,Mehwish Ahmed,56,Sahiwal,Bank Transfer,2,Vivo V20,2/4/2022
428,Saturday,OnePlus,7,27443.34,Zara Abbasi,35,Sargodha,Credit Card,2,OnePlus 8T,2/5/2022
429,Saturday,Apple,4,69023.91,Madiha Ansari,32,Islamabad,Easypaisa,5,iPhone SE,2/5/2022
430,Saturday,OnePlus,4,67642.89,Rida Hussain,35,Islamabad,JazzCash,4,OnePlus 8T,2/5/2022
431,Sunday,Xiaomi,9,29229.21,Irfan Naqvi,41,Quetta,Easypaisa,3,Mi 11,2/6/2022
432,Sunday,Xiaomi,6,69777.81,Ali Malik,40,Sargodha,Cash,5,Mi 11,2/6/2022
433,Sunday,Samsung,4,60733.07,Rimsha Qureshi,29,Islamabad,Bank Transfer,5,Galaxy S21,2/6/2022
434,Sunday,Apple,2,46657.57,Muhammad Leghari,40,Islamabad,JazzCash,2,iPhone 11,2/6/2022
435,Monday,OnePlus,6,12407.48,Madiha Farooq,38,Mardan,Cash,2,OnePlus 9,2/7/2022
436,Monday,Vivo,2,64086.81,Shafiq Raja,43,Quetta,Easypaisa,3,Vivo Y51,2/7/2022
437,Monday,Xiaomi,5,43445.76,Junaid Tiwana,25,Quetta,Cash,5,Mi 11,2/7/2022
438,Tuesday,Xiaomi,6,62108.57,Noor Sheikh,47,Karachi,Cash,4,Redmi 9,2/8/2022
439,Tuesday,Vivo,4,60065.75,Nida Aziz,51,Karachi,Cash,2,Vivo Y51,2/8/2022
440,Tuesday,OnePlus,3,59980.37,Hamza Syed,19,Islamabad,Cash,5,OnePlus Nord,2/8/2022
441,Tuesday,OnePlus,7,51890.43,Kiran Abbasi,22,Peshawar,Easypaisa,3,OnePlus Nord,2/8/2022
442,Wednesday,Apple,2,27484.91,Ali Hashmi,48,Karachi,Bank Transfer,3,iPhone 12,2/9/2022
443,Wednesday,Apple,6,30169.62,Razia Gillani,50,Quetta,Cash,3,iPhone SE,2/9/2022
444,Wednesday,Samsung,4,28508.15,Bushra Ali,21,Karachi,Cash,5,Galaxy A51,2/9/2022
445,Thursday,Xiaomi,6,11202.76,Noor Nawaz,23,Gujrat,Credit Card,3,Mi 11,2/10/2022
446,Thursday,Apple,4,44954.13,Maryam Syed,40,Islamabad,Easypaisa,4,iPhone 11,2/10/2022
447,Thursday,OnePlus,4,51930.02,Zeeshan Rana,36,Sukkur,Cash,4,OnePlus 9,2/10/2022
448,Friday,Vivo,4,61231.96,Nimra Hashmi,25,Karachi,Credit Card,5,Vivo S1,2/11/2022
449,Friday,OnePlus,9,18409.93,Haris Iqbal,56,Sialkot,Cash,5,OnePlus Nord,2/11/2022
450,Friday,Xiaomi,7,42650.99,Sumera Ahmed,30,Karachi,Easypaisa,4,Redmi Note 10,2/11/2022
451,Friday,OnePlus,3,10480.49,Umer Chaudhry,18,Bahawalpur,Credit Card,5,OnePlus 8T,2/11/2022
452,Saturday,Samsung,3,15705.62,Yasir Ansari,23,Sheikhupura,Credit Card,5,Galaxy A51,2/12/2022
453,Saturday,Xiaomi,6,13252.7,Tayyaba Tiwana,24,Islamabad,Easypaisa,3,Redmi Note 10,2/12/2022
454,Saturday,Vivo,6,53528.68,Kamran Bhutto,44,Abbottabad,Credit Card,4,Vivo Y51,2/12/2022
455,Saturday,Samsung,4,14863.57,Ayesha Syed,32,Islamabad,Credit Card,2,Galaxy S21,2/12/2022
456,Sunday,Xiaomi,9,52987.18,Aroha Riaz,51,Islamabad,Cash,5,Redmi Note 10,2/13/2022
457,Sunday,Vivo,4,24977.48,Zara Qureshi,40,Karachi,Credit Card,5,Vivo S1,2/13/2022
458,Sunday,Samsung,9,62662.78,Afshan Gondal,41,Karachi,JazzCash,4,Galaxy Note 20,2/13/2022
459,Monday,Samsung,4,58789,Afshan Baig,32,Sargodha,Easypaisa,2,Galaxy A51,2/14/2022
460,Monday,Xiaomi,2,67469.81,Javeria Zardari,52,Lahore,Cash,5,Redmi 9,2/14/2022
461,Monday,Apple,2,63025.72,Fahad Iqbal,21,Islamabad,Credit Card,5,iPhone 11,2/14/2022
462,Monday,Samsung,5,65999.77,Waqas Malik,54,Karachi,JazzCash,2,Galaxy Note 20,2/14/2022
463,Tuesday,Samsung,4,61524.54,Kamran Bhutto,34,Karachi,Cash,3,Galaxy Note 20,2/15/2022
464,Tuesday,Vivo,7,51602.91,Saad Butt,48,Faisalabad,Easypaisa,5,Vivo S1,2/15/2022
465,Tuesday,OnePlus,5,20215.55,Muhammad Bhatti,55,Islamabad,Credit Card,2,OnePlus 8T,2/15/2022
466,Tuesday,Xiaomi,6,26302.45,Omar Nawaz,27,Mardan,Easypaisa,4,Mi 11,2/15/2022
